timestamp,AccelerationX,AccelerationY,AccelerationZ,MagneticFieldX,MagneticFieldY,MagneticFieldZ,Z-AxisAgle(Azimuth),X-AxisAngle(Pitch),Y-AxisAngle(Roll),GyroX,GyroY,GyroZ,id,id_group,id_class,AccelerationX_lag1,AccelerationX_lag2,AccelerationX_lag3,AccelerationX_lag5,GyroX_lag1,GyroX_lag2,GyroX_lag3,GyroX_lag5
1422630178349,4.712,-8.632,1.359,-8.678,36.047,16.489,339.975,80.649,27.538,0.02,-0.014,-0.033,46.0,-1.0,0,4.712,4.712,4.523,4.523,0.02,0.02,-0.037,-0.037
1422630178544,4.712,-8.632,1.359,-8.678,36.047,16.489,339.975,80.649,27.538,0.02,-0.014,-0.033,46.0,-1.0,0,4.712,4.712,4.712,4.523,0.02,0.02,0.02,-0.037
1422630178548,4.712,-8.632,1.359,-8.678,36.047,16.489,339.975,80.649,27.538,0.02,-0.014,-0.033,46.0,-1.0,0,4.712,4.712,4.712,4.523,0.02,0.02,0.02,-0.037
1422630178744,4.729,-8.596,1.359,-9.312,34.57,16.885,339.975,80.649,27.538,0.034,-0.028,-0.02,46.0,-1.0,0,4.712,4.712,4.712,4.712,0.02,0.02,0.02,0.02
1422630178748,4.729,-8.596,1.359,-9.312,34.57,16.885,341.313,80.995,28.871,0.034,-0.028,-0.02,46.0,-1.0,0,4.729,4.712,4.712,4.712,0.034,0.02,0.02,0.02
1422630178945,4.761,-8.525,1.347,-9.158,35.667,16.704,340.822,81.076,28.732,0.009,-0.014,0.01,46.0,-1.0,0,4.729,4.729,4.712,4.712,0.034,0.034,0.02,0.02
1422630179036,4.721,-8.59,1.333,-9.312,38.649,18.211,340.822,81.076,28.732,-0.018,-0.025,0.017,46.0,-1.0,0,4.761,4.729,4.729,4.712,0.009,0.034,0.034,0.02
1422630179145,4.788,-8.627,1.328,-9.094,37.968,17.497,340.541,81.18,28.731,-0.004,-0.011,0.001,46.0,-1.0,0,4.721,4.761,4.729,4.712,-0.018,0.009,0.034,0.02
1422630179148,4.788,-8.627,1.328,-9.094,37.968,17.497,340.541,81.18,28.731,-0.004,-0.011,0.001,46.0,-1.0,0,4.788,4.721,4.761,4.729,-0.004,-0.018,0.009,0.034
1422630179345,4.765,-8.617,1.385,-7.964,35.001,17.77,340.73,80.529,28.99,0.046,0.002,-0.024,46.0,-1.0,0,4.788,4.788,4.721,4.729,-0.004,-0.004,-0.018,0.034
1422630179348,4.765,-8.617,1.385,-7.964,35.001,17.77,340.73,80.529,28.99,0.046,0.002,-0.024,46.0,-1.0,0,4.765,4.788,4.788,4.761,0.046,-0.004,-0.004,0.009
1422630179546,4.766,-8.529,1.496,-10.078,36.346,16.629,340.996,80.132,29.106,0.041,0.004,-0.025,46.0,-1.0,0,4.765,4.765,4.788,4.721,0.046,0.046,-0.004,-0.018
1422630179549,4.766,-8.529,1.496,-10.078,36.346,16.629,340.996,80.132,29.106,0.041,0.004,-0.025,46.0,-1.0,0,4.766,4.765,4.765,4.788,0.041,0.046,0.046,-0.004
1422630179745,4.84,-8.517,1.503,-9.999,36.028,15.346,340.86,79.915,29.245,0.049,-0.02,-0.012,46.0,-1.0,0,4.766,4.766,4.765,4.788,0.041,0.041,0.046,-0.004
1422630179748,4.84,-8.517,1.503,-9.999,36.028,15.346,340.86,79.915,29.245,0.049,-0.02,-0.012,46.0,-1.0,0,4.84,4.766,4.766,4.765,0.049,0.041,0.041,0.046
1422630179946,4.841,-8.48,1.581,-9.312,35.251,16.69,340.912,79.667,29.302,0.008,0.005,-0.001,46.0,-1.0,0,4.84,4.84,4.766,4.765,0.049,0.049,0.041,0.046
1422630179949,4.841,-8.48,1.581,-9.312,35.251,16.69,340.912,79.667,29.302,0.008,0.005,-0.001,46.0,-1.0,0,4.841,4.84,4.84,4.766,0.008,0.049,0.049,0.041
1422630180056,4.807,-8.495,1.589,-9.656,36.27,16.554,341.169,79.577,29.292,-0.003,0.009,-0.011,46.0,-1.0,0,4.841,4.841,4.84,4.766,0.008,0.008,0.049,0.041
1422630180245,4.838,-8.505,1.601,-10.487,37.148,16.795,341.379,79.745,29.412,-0.022,0.002,-0.011,46.0,-1.0,0,4.807,4.841,4.841,4.84,-0.003,0.008,0.008,0.049
1422630180289,4.838,-8.505,1.601,-10.487,37.148,16.795,341.379,79.745,29.412,-0.022,0.002,-0.011,46.0,-1.0,0,4.838,4.807,4.841,4.84,-0.022,-0.003,0.008,0.049
1422630180446,4.838,-8.562,1.562,-9.818,35.876,16.731,341.762,79.658,29.481,0.002,0.025,-0.031,46.0,-1.0,0,4.838,4.838,4.807,4.841,-0.022,-0.022,-0.003,0.008
1422630180449,4.838,-8.562,1.562,-9.818,35.876,16.731,341.762,79.658,29.481,0.002,0.025,-0.031,46.0,-1.0,0,4.838,4.838,4.838,4.841,0.002,-0.022,-0.022,0.008
1422630180645,4.871,-8.401,1.607,-9.142,35.08,16.057,341.94,79.187,29.714,0.026,-0.005,-0.036,46.0,-1.0,0,4.838,4.838,4.838,4.807,0.002,0.002,-0.022,-0.003
1422630180649,4.871,-8.401,1.607,-9.142,35.08,16.057,341.94,79.187,29.714,0.026,-0.005,-0.036,46.0,-1.0,0,4.871,4.838,4.838,4.838,0.026,0.002,0.002,-0.022
1422630180846,4.898,-8.41,1.546,-10.158,36.183,17.133,341.624,79.262,29.795,0.008,-0.026,0.001,46.0,-1.0,0,4.871,4.871,4.838,4.838,0.026,0.026,0.002,-0.022
1422630180849,4.898,-8.41,1.546,-10.158,36.183,17.133,341.624,79.262,29.795,0.008,-0.026,0.001,46.0,-1.0,0,4.898,4.871,4.871,4.838,0.008,0.026,0.026,0.002
1422630181047,4.91,-8.545,1.573,-8.844,34.291,15.863,341.718,79.471,29.589,-0.007,0.021,-0.005,46.0,-1.0,0,4.898,4.898,4.871,4.838,0.008,0.008,0.026,0.002
1422630181051,4.91,-8.545,1.573,-8.844,34.291,15.863,341.718,79.471,29.589,-0.007,0.021,-0.005,46.0,-1.0,0,4.91,4.898,4.898,4.871,-0.007,0.008,0.008,0.026
1422630181244,4.811,-8.456,1.576,-10.107,36.555,16.649,341.768,79.456,29.573,0.011,0.015,-0.004,46.0,-1.0,0,4.91,4.91,4.898,4.871,-0.007,-0.007,0.008,0.026
1422630181248,4.811,-8.456,1.576,-10.107,36.555,16.649,341.768,79.456,29.573,0.011,0.015,-0.004,46.0,-1.0,0,4.811,4.91,4.91,4.898,0.011,-0.007,-0.007,0.008
1422630181444,4.811,-8.456,1.576,-10.107,36.555,16.649,341.768,79.456,29.573,0.011,0.015,-0.004,46.0,-1.0,0,4.811,4.811,4.91,4.898,0.011,0.011,-0.007,0.008
1422630181448,4.811,-8.456,1.576,-10.107,36.555,16.649,341.768,79.456,29.573,0.011,0.015,-0.004,46.0,-1.0,0,4.811,4.811,4.811,4.91,0.011,0.011,0.011,-0.007
1422630184244,4.206,-8.705,1.168,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.811,4.811,4.811,4.91,0.011,0.011,0.011,-0.007
1422630184248,4.206,-8.705,1.168,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.206,4.811,4.811,4.811,-0.117,0.011,0.011,0.011
1422630184446,4.206,-8.705,1.168,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.206,4.206,4.811,4.811,-0.117,-0.117,0.011,0.011
1422630184449,4.206,-8.705,1.168,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.206,4.206,4.206,4.811,-0.117,-0.117,-0.117,0.011
1422630184645,4.435,-8.689,1.126,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.206,4.206,4.206,4.811,-0.117,-0.117,-0.117,0.011
1422630184648,4.435,-8.689,1.126,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.435,4.206,4.206,4.206,-0.117,-0.117,-0.117,-0.117
1422630184844,4.435,-8.689,1.126,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.435,4.435,4.206,4.206,-0.117,-0.117,-0.117,-0.117
1422630184848,4.435,-8.689,1.126,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.435,4.435,4.435,4.206,-0.117,-0.117,-0.117,-0.117
1422630185044,4.509,-8.555,1.287,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.435,4.435,4.435,4.206,-0.117,-0.117,-0.117,-0.117
1422630185048,4.509,-8.555,1.287,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.509,4.435,4.435,4.435,-0.117,-0.117,-0.117,-0.117
1422630185245,4.509,-8.555,1.287,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.509,4.509,4.435,4.435,-0.117,-0.117,-0.117,-0.117
1422630185249,4.509,-8.555,1.287,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.509,4.509,4.509,4.435,-0.117,-0.117,-0.117,-0.117
1422630185444,4.538,-8.72,0.98,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.509,4.509,4.509,4.435,-0.117,-0.117,-0.117,-0.117
1422630185448,4.538,-8.72,0.98,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.538,4.509,4.509,4.509,-0.117,-0.117,-0.117,-0.117
1422630185646,4.538,-8.72,0.98,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.538,4.538,4.509,4.509,-0.117,-0.117,-0.117,-0.117
1422630185649,4.538,-8.72,0.98,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.538,4.538,4.538,4.509,-0.117,-0.117,-0.117,-0.117
1422630185844,4.538,-8.72,0.98,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.538,4.538,4.538,4.509,-0.117,-0.117,-0.117,-0.117
1422630185848,4.538,-8.72,0.98,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.538,4.538,4.538,4.538,-0.117,-0.117,-0.117,-0.117
1422630186046,4.506,-8.754,1.032,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.538,4.538,4.538,4.538,-0.117,-0.117,-0.117,-0.117
1422630186049,4.506,-8.754,1.032,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.506,4.538,4.538,4.538,-0.117,-0.117,-0.117,-0.117
1422630186244,4.506,-8.754,1.032,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.506,4.506,4.538,4.538,-0.117,-0.117,-0.117,-0.117
1422630186248,4.506,-8.754,1.032,-7.069,40.482,16.731,341.768,79.456,29.573,-0.117,0.107,-0.025,106.0,-1.0,0,4.506,4.506,4.506,4.538,-0.117,-0.117,-0.117,-0.117
1422630186446,4.561,-8.705,1.135,-6.772,39.502,17.719,341.768,79.456,29.573,-0.005,-0.003,-0.01,106.0,-1.0,0,4.506,4.506,4.506,4.538,-0.117,-0.117,-0.117,-0.117
1422630186449,4.561,-8.705,1.135,-6.772,39.502,17.719,341.768,79.456,29.573,-0.005,-0.003,-0.01,106.0,-1.0,0,4.561,4.506,4.506,4.506,-0.005,-0.117,-0.117,-0.117
1422630186644,4.561,-8.705,1.135,-6.772,39.502,17.719,341.768,79.456,29.573,-0.005,-0.003,-0.01,106.0,-1.0,0,4.561,4.561,4.506,4.506,-0.005,-0.005,-0.117,-0.117
1422630186648,4.561,-8.705,1.135,-6.772,39.502,17.719,341.768,79.456,29.573,-0.005,-0.003,-0.01,106.0,-1.0,0,4.561,4.561,4.561,4.506,-0.005,-0.005,-0.005,-0.117
1422630186845,4.649,-8.647,1.22,-9.656,40.009,17.88,341.768,79.456,29.573,-0.015,0.003,-0.016,106.0,-1.0,0,4.561,4.561,4.561,4.506,-0.005,-0.005,-0.005,-0.117
1422630186856,4.649,-8.647,1.22,-9.656,40.009,17.88,341.768,79.456,29.573,-0.015,0.003,-0.016,106.0,-1.0,0,4.649,4.561,4.561,4.561,-0.015,-0.005,-0.005,-0.005
1422630187044,4.649,-8.647,1.22,-9.656,40.009,17.88,341.768,79.456,29.573,-0.015,0.003,-0.016,106.0,-1.0,0,4.649,4.649,4.561,4.561,-0.015,-0.015,-0.005,-0.005
1422630187047,4.649,-8.647,1.22,-9.656,40.009,17.88,341.768,79.456,29.573,-0.015,0.003,-0.016,106.0,-1.0,0,4.649,4.649,4.649,4.561,-0.015,-0.015,-0.015,-0.005
1422630187245,4.589,-8.691,1.213,-7.852,39.47,19.453,341.768,79.456,29.573,-0.038,0.03,-0.008,106.0,-1.0,0,4.649,4.649,4.649,4.561,-0.015,-0.015,-0.015,-0.005
1422630187248,4.589,-8.691,1.213,-7.852,39.47,19.453,341.768,79.456,29.573,-0.038,0.03,-0.008,106.0,-1.0,0,4.589,4.649,4.649,4.649,-0.038,-0.015,-0.015,-0.015
1422630187445,4.589,-8.691,1.213,-7.852,39.47,19.453,341.768,79.456,29.573,-0.038,0.03,-0.008,106.0,-1.0,0,4.589,4.589,4.649,4.649,-0.038,-0.038,-0.015,-0.015
1422630187449,4.589,-8.691,1.213,-7.852,39.47,19.453,341.768,79.456,29.573,-0.038,0.03,-0.008,106.0,-1.0,0,4.589,4.589,4.589,4.649,-0.038,-0.038,-0.038,-0.015
1422630187644,4.652,-8.677,1.243,-9.83,38.82,17.216,341.768,79.456,29.573,0.03,-0.036,-0.027,106.0,-1.0,0,4.589,4.589,4.589,4.649,-0.038,-0.038,-0.038,-0.015
1422630187647,4.652,-8.677,1.243,-9.83,38.82,17.216,341.768,79.456,29.573,0.03,-0.036,-0.027,106.0,-1.0,0,4.652,4.589,4.589,4.589,0.03,-0.038,-0.038,-0.038
1422630187845,4.652,-8.677,1.243,-9.83,38.82,17.216,341.768,79.456,29.573,0.03,-0.036,-0.027,106.0,-1.0,0,4.652,4.652,4.589,4.589,0.03,0.03,-0.038,-0.038
1422630187849,4.652,-8.677,1.243,-9.83,38.82,17.216,341.768,79.456,29.573,0.03,-0.036,-0.027,106.0,-1.0,0,4.652,4.652,4.652,4.589,0.03,0.03,0.03,-0.038
1422630188044,4.652,-8.677,1.243,-9.83,38.82,17.216,341.768,79.456,29.573,0.03,-0.036,-0.027,106.0,-1.0,0,4.652,4.652,4.652,4.589,0.03,0.03,0.03,-0.038
1422630188049,4.652,-8.677,1.243,-9.83,38.82,17.216,341.768,79.456,29.573,0.03,-0.036,-0.027,106.0,-1.0,0,4.652,4.652,4.652,4.652,0.03,0.03,0.03,0.03
1422630190938,4.249,-8.751,1.607,-8.72,40.009,15.227,341.768,79.456,29.573,0.001,0.011,-0.044,107.0,-1.0,0,4.652,4.652,4.652,4.652,0.03,0.03,0.03,0.03
1422630191045,4.249,-8.751,1.607,-8.72,40.009,15.227,341.768,79.456,29.573,0.001,0.011,-0.044,107.0,-1.0,0,4.249,4.652,4.652,4.652,0.001,0.03,0.03,0.03
1422630191052,4.249,-8.751,1.607,-8.72,40.009,15.227,341.768,79.456,29.573,0.001,0.011,-0.044,107.0,-1.0,0,4.249,4.249,4.652,4.652,0.001,0.001,0.03,0.03
1422630191249,4.249,-8.751,1.607,-8.72,40.009,15.227,341.768,79.456,29.573,0.001,0.011,-0.044,107.0,-1.0,0,4.249,4.249,4.249,4.652,0.001,0.001,0.001,0.03
1422630191253,4.249,-8.751,1.607,-8.72,40.009,15.227,341.768,79.456,29.573,0.001,0.011,-0.044,107.0,-1.0,0,4.249,4.249,4.249,4.652,0.001,0.001,0.001,0.03
1422630191444,4.249,-8.751,1.607,-8.72,40.009,15.227,341.768,79.456,29.573,0.001,0.011,-0.044,107.0,-1.0,0,4.249,4.249,4.249,4.249,0.001,0.001,0.001,0.001
1422630191470,4.483,-8.695,1.616,-7.393,40.7,15.216,341.768,79.456,29.573,0.031,-0.003,-0.029,107.0,-1.0,0,4.249,4.249,4.249,4.249,0.001,0.001,0.001,0.001
1422630191669,4.483,-8.695,1.616,-7.393,40.7,15.216,341.768,79.456,29.573,0.031,-0.003,-0.029,107.0,-1.0,0,4.483,4.249,4.249,4.249,0.031,0.001,0.001,0.001
1422630191673,4.483,-8.695,1.616,-7.393,40.7,15.216,341.768,79.456,29.573,0.031,-0.003,-0.029,107.0,-1.0,0,4.483,4.483,4.249,4.249,0.031,0.031,0.001,0.001
1422630191844,4.483,-8.695,1.616,-7.393,40.7,15.216,341.768,79.456,29.573,0.031,-0.003,-0.029,107.0,-1.0,0,4.483,4.483,4.483,4.249,0.031,0.031,0.031,0.001
1422630191889,4.611,-8.78,1.569,-9.329,40.228,14.882,341.768,79.456,29.573,-0.086,-0.062,0.013,107.0,-1.0,0,4.483,4.483,4.483,4.249,0.031,0.031,0.031,0.001
1422630192089,4.611,-8.78,1.569,-9.329,40.228,14.882,341.768,79.456,29.573,-0.086,-0.062,0.013,107.0,-1.0,0,4.611,4.483,4.483,4.483,-0.086,0.031,0.031,0.031
1422630192092,4.611,-8.78,1.569,-9.329,40.228,14.882,341.768,79.456,29.573,-0.086,-0.062,0.013,107.0,-1.0,0,4.611,4.611,4.483,4.483,-0.086,-0.086,0.031,0.031
1422630192244,4.611,-8.78,1.569,-9.329,40.228,14.882,341.768,79.456,29.573,-0.086,-0.062,0.013,107.0,-1.0,0,4.611,4.611,4.611,4.483,-0.086,-0.086,-0.086,0.031
1422630192301,4.659,-8.574,1.58,-10.342,41.707,15.227,341.768,79.456,29.573,0.027,-0.006,-0.007,107.0,-1.0,0,4.611,4.611,4.611,4.483,-0.086,-0.086,-0.086,0.031
1422630192499,4.659,-8.574,1.58,-10.342,41.707,15.227,341.768,79.456,29.573,0.027,-0.006,-0.007,107.0,-1.0,0,4.659,4.611,4.611,4.611,0.027,-0.086,-0.086,-0.086
1422630192502,4.659,-8.574,1.58,-10.342,41.707,15.227,341.768,79.456,29.573,0.027,-0.006,-0.007,107.0,-1.0,0,4.659,4.659,4.611,4.611,0.027,0.027,-0.086,-0.086
1422630192644,4.659,-8.574,1.58,-10.342,41.707,15.227,341.768,79.456,29.573,0.027,-0.006,-0.007,107.0,-1.0,0,4.659,4.659,4.659,4.611,0.027,0.027,0.027,-0.086
1422630192721,4.627,-8.667,1.551,-9.218,39.445,15.797,341.768,79.456,29.573,-0.047,0.001,-0.016,107.0,-1.0,0,4.659,4.659,4.659,4.611,0.027,0.027,0.027,-0.086
1422630192848,4.627,-8.667,1.551,-9.218,39.445,15.797,341.768,79.456,29.573,-0.047,0.001,-0.016,107.0,-1.0,0,4.627,4.659,4.659,4.659,-0.047,0.027,0.027,0.027
1422630192852,4.627,-8.667,1.551,-9.218,39.445,15.797,341.768,79.456,29.573,-0.047,0.001,-0.016,107.0,-1.0,0,4.627,4.627,4.659,4.659,-0.047,-0.047,0.027,0.027
1422630193049,4.627,-8.667,1.551,-9.218,39.445,15.797,341.768,79.456,29.573,-0.047,0.001,-0.016,107.0,-1.0,0,4.627,4.627,4.627,4.659,-0.047,-0.047,-0.047,0.027
1422630193053,4.627,-8.667,1.551,-9.218,39.445,15.797,341.768,79.456,29.573,-0.047,0.001,-0.016,107.0,-1.0,0,4.627,4.627,4.627,4.659,-0.047,-0.047,-0.047,0.027
1422630193244,4.627,-8.667,1.551,-9.218,39.445,15.797,341.768,79.456,29.573,-0.047,0.001,-0.016,107.0,-1.0,0,4.627,4.627,4.627,4.627,-0.047,-0.047,-0.047,-0.047
1422630193272,4.62,-8.748,1.356,-10.088,39.075,16.412,341.768,79.456,29.573,0.053,0.01,-0.01,107.0,-1.0,0,4.627,4.627,4.627,4.627,-0.047,-0.047,-0.047,-0.047
1422630193469,4.62,-8.748,1.356,-10.088,39.075,16.412,341.768,79.456,29.573,0.053,0.01,-0.01,107.0,-1.0,0,4.62,4.627,4.627,4.627,0.053,-0.047,-0.047,-0.047
1422630193472,4.62,-8.748,1.356,-10.088,39.075,16.412,341.768,79.456,29.573,0.053,0.01,-0.01,107.0,-1.0,0,4.62,4.62,4.627,4.627,0.053,0.053,-0.047,-0.047
1422630193644,4.62,-8.748,1.356,-10.088,39.075,16.412,341.768,79.456,29.573,0.053,0.01,-0.01,107.0,-1.0,0,4.62,4.62,4.62,4.627,0.053,0.053,0.053,-0.047
1422630193688,4.649,-8.609,1.503,-10.205,40.997,15.961,341.768,79.456,29.573,0.009,0.012,-0.021,107.0,-1.0,0,4.62,4.62,4.62,4.627,0.053,0.053,0.053,-0.047
1422630196109,4.44,-8.872,1.343,-8.102,38.757,14.656,341.768,79.456,29.573,-0.014,0.086,-0.057,47.0,-1.0,0,4.649,4.62,4.62,4.62,0.009,0.053,0.053,0.053
1422630196113,4.44,-8.872,1.343,-8.102,38.757,14.656,341.768,79.456,29.573,-0.014,0.086,-0.057,47.0,-1.0,0,4.44,4.649,4.62,4.62,-0.014,0.009,0.053,0.053
1422630196245,4.44,-8.872,1.343,-8.102,38.757,14.656,341.768,79.456,29.573,-0.014,0.086,-0.057,47.0,-1.0,0,4.44,4.44,4.649,4.62,-0.014,-0.014,0.009,0.053
1422630196327,4.2,-8.759,1.56,-8.545,37.387,14.975,341.768,79.456,29.573,-0.025,0.059,-0.041,47.0,-1.0,0,4.44,4.44,4.44,4.62,-0.014,-0.014,-0.014,0.053
1422630196447,4.2,-8.759,1.56,-8.545,37.387,14.975,341.768,79.456,29.573,-0.025,0.059,-0.041,47.0,-1.0,0,4.2,4.44,4.44,4.649,-0.025,-0.014,-0.014,0.009
1422630196450,4.2,-8.759,1.56,-8.545,37.387,14.975,341.768,79.456,29.573,-0.025,0.059,-0.041,47.0,-1.0,0,4.2,4.2,4.44,4.44,-0.025,-0.025,-0.014,-0.014
1422630196649,4.2,-8.759,1.56,-8.545,37.387,14.975,341.768,79.456,29.573,-0.025,0.059,-0.041,47.0,-1.0,0,4.2,4.2,4.2,4.44,-0.025,-0.025,-0.025,-0.014
1422630196652,4.2,-8.759,1.56,-8.545,37.387,14.975,341.768,79.456,29.573,-0.025,0.059,-0.041,47.0,-1.0,0,4.2,4.2,4.2,4.44,-0.025,-0.025,-0.025,-0.014
1422630196844,4.2,-8.759,1.56,-8.545,37.387,14.975,341.768,79.456,29.573,-0.025,0.059,-0.041,47.0,-1.0,0,4.2,4.2,4.2,4.2,-0.025,-0.025,-0.025,-0.025
1422630196871,4.51,-8.894,1.37,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.2,4.2,4.2,4.2,-0.025,-0.025,-0.025,-0.025
1422630197069,4.51,-8.894,1.37,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.51,4.2,4.2,4.2,-0.031,-0.025,-0.025,-0.025
1422630197073,4.51,-8.894,1.37,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.51,4.51,4.2,4.2,-0.031,-0.031,-0.025,-0.025
1422630197244,4.51,-8.894,1.37,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.51,4.51,4.51,4.2,-0.031,-0.031,-0.031,-0.025
1422630197285,4.507,-8.779,1.37,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.51,4.51,4.51,4.2,-0.031,-0.031,-0.031,-0.025
1422630197489,4.507,-8.779,1.37,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.507,4.51,4.51,4.51,-0.031,-0.031,-0.031,-0.031
1422630197492,4.507,-8.779,1.37,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.507,4.507,4.51,4.51,-0.031,-0.031,-0.031,-0.031
1422630197645,4.507,-8.779,1.37,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.507,4.507,4.507,4.51,-0.031,-0.031,-0.031,-0.031
1422630197696,4.452,-8.679,1.385,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.507,4.507,4.507,4.51,-0.031,-0.031,-0.031,-0.031
1422630197899,4.452,-8.679,1.385,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.452,4.507,4.507,4.507,-0.031,-0.031,-0.031,-0.031
1422630197902,4.452,-8.679,1.385,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.452,4.452,4.507,4.507,-0.031,-0.031,-0.031,-0.031
1422630198044,4.452,-8.679,1.385,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.452,4.452,4.452,4.507,-0.031,-0.031,-0.031,-0.031
1422630198114,4.542,-8.717,1.346,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.452,4.452,4.452,4.507,-0.031,-0.031,-0.031,-0.031
1422630198248,4.542,-8.717,1.346,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.542,4.452,4.452,4.452,-0.031,-0.031,-0.031,-0.031
1422630198252,4.542,-8.717,1.346,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.542,4.542,4.452,4.452,-0.031,-0.031,-0.031,-0.031
1422630198449,4.542,-8.717,1.346,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.542,4.542,4.542,4.452,-0.031,-0.031,-0.031,-0.031
1422630198453,4.542,-8.717,1.346,-7.768,39.159,14.729,341.768,79.456,29.573,-0.031,-0.02,-0.039,47.0,-1.0,0,4.542,4.542,4.542,4.452,-0.031,-0.031,-0.031,-0.031
1422630198681,4.445,-8.722,1.356,-11.032,36.951,15.338,341.768,79.456,29.573,0.001,-0.018,-0.007,47.0,-1.0,0,4.542,4.542,4.542,4.542,-0.031,-0.031,-0.031,-0.031
1422630198686,4.445,-8.722,1.356,-11.032,36.951,15.338,341.768,79.456,29.573,0.001,-0.018,-0.007,47.0,-1.0,0,4.445,4.542,4.542,4.542,0.001,-0.031,-0.031,-0.031
1422630198869,4.445,-8.722,1.356,-11.032,36.951,15.338,341.768,79.456,29.573,0.001,-0.018,-0.007,47.0,-1.0,0,4.445,4.445,4.542,4.542,0.001,0.001,-0.031,-0.031
1422630198873,4.445,-8.722,1.356,-11.032,36.951,15.338,341.768,79.456,29.573,0.001,-0.018,-0.007,47.0,-1.0,0,4.445,4.445,4.445,4.542,0.001,0.001,0.001,-0.031
1422630201099,4.345,-8.956,1.328,-8.727,41.232,12.444,341.768,79.456,29.573,-0.183,0.217,-0.053,48.0,-1.0,0,4.445,4.445,4.445,4.542,0.001,0.001,0.001,-0.031
1422630201103,4.345,-8.956,1.328,-8.727,41.232,12.444,341.768,79.456,29.573,-0.183,0.217,-0.053,48.0,-1.0,0,4.345,4.445,4.445,4.445,-0.183,0.001,0.001,0.001
